total_rooms,total_bedrooms
6812.0,1263.0
6814.0,1249.5
6817.0,1410.0
6819.0,1158.0
6823.0,1509.0
6828.0,1319.0
6840.0,1689.0
6841.0,950.0
6842.0,1512.0
6846.0,1078.0
6848.0,1584.0
6850.0,1400.0
6854.0,1578.0
6859.0,1535.0
6860.0,1079.0
6861.0,1820.0
6871.0,1180.0
6875.0,1439.0
6876.0,1708.0
6890.0,1702.0
6893.0,1372.0
6895.0,1022.0
6900.0,1238.0
6902.0,2138.0
6907.0,1379.0
6909.0,1354.0
6911.0,1341.0
6912.0,1513.0
6920.0,906.0
6927.0,1258.0
6932.0,1486.0
6933.0,1311.0
6940.0,1019.0
6955.0,2062.0
6956.0,1271.0
6958.0,1300.0
6960.0,1470.5
6964.0,1066.0
6971.0,1449.0
6986.0,1217.0
6988.0,1635.0
6992.0,1404.0
6995.0,1151.0
7000.0,1185.0
7001.0,1282.0
7003.0,1409.0
7010.0,1063.0
7011.0,1453.0
7017.0,935.0
7027.0,1847.0
7030.0,1191.0
7034.0,1139.0
7035.0,1455.0
7042.0,1100.0
7052.0,1306.0
7063.0,1176.0
7077.0,1179.0
7079.0,1381.0
7085.0,1185.0
7092.0,1517.0
7095.0,1260.0
7105.0,1143.0
7116.0,1089.0
7136.0,1691.0
7141.0,1330.0
7157.0,1869.0
7173.0,1314.0
7174.0,1169.0
7179.0,1985.0
7184.0,1516.0
7187.0,1073.0
7188.0,1288.0
7189.0,874.0
7194.0,1976.0
7195.0,1416.0
7200.0,876.0
7208.0,1012.0
7212.0,1606.0
7214.0,1994.0
7217.0,1583.0
7240.0,1410.0
7241.0,1007.0
7245.0,1029.0
7249.0,1882.0
7254.0,1785.0
7264.0,1137.0
7268.0,1729.0
7272.0,1559.0
7277.0,1168.0
7281.0,1233.0
7283.0,1342.0
7290.0,1283.0
7297.0,2331.0
7326.0,1219.5
7334.0,1332.0
7335.0,1157.0
7353.0,1368.5
7355.0,2408.0
7367.0,1042.0
7368.0,1367.0
7383.0,1095.0
7384.0,845.0
7392.0,1475.5
7397.0,1253.0
7399.0,1698.0
7401.0,1187.0
7410.0,1344.0
7418.0,1755.0
7423.0,2111.0
7430.0,1184.0
7432.0,2793.0
7437.0,1222.0
7446.0,1979.0
7450.0,1475.0
7474.0,1037.0
7475.0,1556.0
7478.0,1678.0
7480.0,1084.0
7483.0,1276.0
7498.0,976.0
7518.0,1279.0
7520.0,1336.0
7531.0,1569.0
7538.0,1125.0
7544.0,1516.0
7548.0,1038.0
7554.0,991.0
7561.0,1051.0
7566.0,1348.0
7578.0,1426.0
7591.0,1710.0
7626.0,1570.0
7635.0,1284.0
7646.0,1618.0
7650.0,1901.0
7653.0,1578.0
7684.0,1088.0
7689.0,1480.0
7709.0,1279.0
7714.0,1132.0
7718.0,1423.0
7731.0,1360.0
7737.0,1488.0
7740.0,1741.0
7741.0,1401.0
7744.0,1474.0
7746.0,2035.0
7748.0,1557.0
7778.0,1493.0
7784.0,1145.0
7794.0,1192.0
7798.0,1161.0
7803.0,1603.0
7804.0,1594.0
7826.0,893.0
7828.0,2038.0
7849.0,1664.0
7876.0,1253.0
7880.0,1533.0
7884.0,2011.0
7901.0,1422.0
7906.0,2292.0
7916.0,1293.0
7922.0,1539.0
7923.0,1558.0
7935.0,1976.0
7937.0,1635.0
7949.0,1309.0
7961.0,2276.0
7962.0,1652.0
7963.0,1881.0
7970.0,1142.0
7973.0,1591.0
7976.0,1406.0
7982.0,1603.0
7985.0,1257.0
7991.0,1286.0
7995.0,1458.0
7999.0,1611.0
8005.0,1382.0
8010.0,1452.5
8020.0,1432.0
8039.0,1717.0
8046.0,1221.0
8052.0,1461.0
8069.0,2174.0
8072.0,1606.0
8076.0,1789.0
8099.0,1670.0
8110.0,1264.0
8112.0,1376.0
8120.0,1371.0
8146.0,1131.0
8162.0,2124.0
8206.0,1354.5
8207.0,1373.0
8240.0,1410.0
8244.0,1409.0
8254.0,1153.0
8259.0,1409.0
8262.0,1156.0
8264.0,2437.0
8277.0,1290.0
8278.0,1579.0
8295.0,1506.0
8297.0,1433.0
8299.0,1326.0
8301.0,1333.0
8302.0,1461.0
8324.0,1590.0
8327.0,1849.0
8352.0,1555.0
8363.0,1475.0
8374.0,1407.0
8389.0,1872.0
8396.0,1578.0
8399.0,1839.0
8400.0,1812.0
8417.0,1657.0
8444.0,1492.0
8476.0,1758.0
8479.0,1759.0
8482.0,1590.0
8489.0,1673.0
8502.0,2634.0
8510.0,1258.0
8517.0,1910.0
8561.0,1411.0
8574.0,1489.0
8596.0,1597.0
8606.0,1678.0
8626.0,1859.0
8627.0,1516.0
8638.0,1392.0
8642.0,1294.0
8647.0,1407.0
8676.0,1633.0
8710.0,1614.0
8711.0,1544.0
8726.0,1317.0
8733.0,1600.0
8745.0,2211.0
8749.0,1761.0
8778.0,1291.0
8796.0,1721.0
8798.0,1465.0
8800.0,1857.0
8803.0,1114.0
8806.0,1471.5
8814.0,1307.0
8844.0,1706.0
8866.0,2093.5
8874.0,1302.0
8902.0,1413.0
8953.0,1074.0
8974.0,1268.0
8997.0,1698.0
9003.0,1739.0
9013.0,1117.0
9016.0,1486.0
9018.0,1572.0
9020.0,1509.0
9027.0,1901.0
9042.0,2022.0
9047.0,1831.0
9053.0,2193.0
9071.0,1335.0
9075.0,1858.0
9076.0,1503.0
9089.0,1477.5
9103.0,1847.0
9104.0,1535.0
9117.0,1248.0
9135.0,1534.0
9137.0,1368.0
9147.0,1276.0
9148.0,1906.0
9167.0,1373.0
9176.0,1201.0
9179.0,1361.0
9217.0,1522.0
9259.0,1653.0
9269.0,1605.0
9286.0,1269.0
9302.0,1603.0
9311.0,1703.0
9320.0,1143.0
9371.0,1980.0
9374.0,1847.0
9376.0,1181.0
9404.0,1827.0
9419.0,1455.0
9425.0,2020.0
9430.0,2473.0
9444.0,1997.0
9446.0,1650.0
9467.0,1181.0
9482.0,2501.0
9483.0,1361.0
9488.0,1417.0
9493.0,1935.0
9503.0,1769.0
9512.0,2560.0
9518.0,1418.0
9528.0,2075.0
9531.0,1487.0
9534.0,1819.0
9540.0,1294.0
9565.0,2289.0
9567.0,1729.0
9576.0,1455.0
9594.0,1489.0
9601.0,2020.0
9613.0,1666.0
9614.0,2123.0
9621.0,1344.0
9653.0,2000.0
9657.0,1189.0
9662.0,1385.0
9729.0,1210.0
9738.0,2130.0
9755.0,1748.0
9759.0,1816.0
9761.0,1683.0
9772.0,1308.0
9774.0,1777.0
9789.0,2552.0
9792.0,1283.0
9798.0,1551.0
9807.0,1614.0
9812.0,1914.0
9831.0,1921.0
9849.0,1833.5
9882.0,1892.0
9885.0,1871.0
9893.0,2283.0
9899.0,2617.0
9902.0,2814.0
9911.0,1691.0
9944.0,1623.0
9959.0,1544.0
9963.0,2031.0
9975.0,2690.5
9992.0,1368.0
9998.0,1874.0
10002.0,1468.0
10018.0,1233.0
10035.0,1856.0
10053.0,1768.0
10077.0,2186.0
10088.0,1910.0
10093.0,1269.0
10105.0,2481.0
10110.0,1761.0
10145.0,2306.0
10175.0,2181.0
10211.0,1995.0
10212.0,1424.0
10235.0,2238.0
10236.0,1878.0
10239.0,2823.0
10252.0,2595.0
10265.0,1860.0
10267.0,
10281.0,1689.0
10282.0,1333.0
10356.0,1647.0
10395.0,1915.0
10445.0,1620.0
10463.0,1756.0
10484.0,1603.0
10509.0,2186.0
10534.0,2035.0
10535.0,1620.0
10565.0,1767.0
10626.0,1504.0
10655.0,1706.0
10665.0,2368.5
10722.0,1617.0
10731.0,3335.0
10774.0,1736.0
10804.0,1493.0
10822.0,1994.0
10839.0,1637.0
10856.0,2278.0
10860.0,1653.0
10869.0,2226.0
10923.0,2041.0
10950.0,2207.0
10968.0,1521.0
11008.0,1549.0
11016.0,2398.0
11026.0,1978.0
11115.0,2257.0
11154.0,1995.0
11181.0,1895.0
11232.0,1791.0
11251.0,1594.0
11275.0,1822.0
11294.0,1377.0
11308.0,3039.0
11336.0,1657.0
11442.0,2690.0
11444.0,1355.0
11609.0,2141.0
11635.0,2055.0
11654.0,2100.0
11668.0,1730.0
11709.0,
11827.0,2445.0
11836.0,2405.0
11853.0,2691.0
11872.0,2300.0
11976.0,2495.0
11989.0,2185.0
11999.0,2249.0
12045.0,2162.0
12070.0,2220.0
12139.0,2756.5
12156.0,1864.0
12197.0,2617.0
12317.0,2953.0
12327.0,2000.0
12342.0,2630.0
12355.0,3630.0
12396.0,2552.0
12480.0,1946.0
12517.0,2506.0
12526.0,2495.0
12689.0,2426.0
12713.0,2558.0
12779.0,2441.0
12837.0,1842.0
12870.0,2315.0
12980.0,2568.0
12991.0,2555.0
13038.0,2679.0
13133.0,3680.0
13182.0,2074.0
13315.0,2424.0
13406.0,2574.0
13553.0,2474.0
13556.0,1704.0
13559.0,2656.0
13562.0,2057.0
13670.0,2453.0
13703.0,2352.0
13714.0,2302.0
13724.0,2269.0
13796.0,2372.0
14014.0,2861.0
14281.0,2511.0
14316.0,2045.0
14348.0,2145.0
14414.0,2979.0
14418.0,2282.0
14556.0,2077.0
14631.0,3298.0
14652.0,2826.0
14684.0,2252.0
14701.0,2210.0
14891.0,3984.0
14912.0,4183.0
14917.0,2708.0
14934.0,2479.0
14944.0,2490.0
14960.0,2988.0
15025.0,2616.0
15029.0,2279.0
15201.0,2418.0
15207.0,2924.0
15259.0,2275.0
15309.0,2996.0
15341.0,2527.0
15348.0,2366.0
15401.0,3280.0
15502.0,2613.0
15622.0,2721.0
15695.0,2248.0
15809.0,2485.0
16010.0,2726.0
16148.0,3474.0
16199.0,2993.0
16222.0,2309.0
16414.0,2919.0
16431.0,2640.0
16450.0,2833.0
16533.0,2549.0
16544.0,2206.0
16590.0,2696.0
16759.0,2274.0
16884.0,2865.0
16921.0,2837.0
17032.0,2546.0
17286.0,4952.0
17377.0,4457.0
17466.0,3336.0
17470.0,2727.0
17527.0,2751.0
17577.0,2819.0
17579.0,3479.0
17591.0,2604.0
17715.0,2370.0
17820.0,2812.0
17978.0,3217.0
18123.0,3173.0
18392.0,2782.0
18448.0,2474.0
18634.0,2885.0
18767.0,3032.0
19001.0,2688.0
19059.0,3079.0
19234.0,4492.0
20263.0,3915.0
20377.0,4335.0
20391.0,3245.0
21086.0,3945.0
21113.0,4386.0
21988.0,4055.0
22128.0,3522.0
23386.0,4171.0
23915.0,4135.0
25135.0,4819.0
25187.0,3521.0
25957.0,4798.0
27700.0,4179.0
28258.0,3864.0
30401.0,4957.0
30405.0,4093.0
30450.0,5033.0
32054.0,5290.0
37937.0,5471.0
39320.0,6210.0
